CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	tcga_code
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000636	RPMI-8402	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female		16			Caucasian		TALL	CCLE	DSMZ	SUSPENSION	RPMI-1640+ 10% FBS	NA	5% DMSO		51.7	T-cell_ALL	T-cell_ALL	Leukemia:ALL	146.5725381	ALL	t_cell		ALL
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000664	SU-DHL-1	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	NS	NS	male		10			Caucasian	pleura	anaplastic_large_cell_lymphoma	CCLE	DSMZ	polymorphic cells growing in suspention, singly or in small clusters	90% RPMI 1640 +10% h.i. FBS	NA		~  40-50 hrs	NA	lymphoma_other	T-cell_lymphoma_other	Lymphoma:NH_T_cell	125.341816	non_hodgkin_lymphoma	t_cell_ALCL		NA
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000372	P12-ICHIKAWA	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male		7			Asian		TALL	CCLE	DSMZ	single, polymorph cells in suspention	90% RPMI 1640 +10% h.i. FBS	NA		~  40-50 hrs	NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	145.9780565	ALL	t_cell		ALL
BFTC905_URINARY_TRACT	ACH-000802	BFTC-905	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	papillary_transitional_cell_carcinoma	NS	female		51	asian	chinese	Asian			CCLE	DSMZ	Adherent	DMEM + 10%FBS	NA	5%DMSO		38.3	urinary_tract	urinary_tract	Bladder:Carcinoma	177.9929204	bladder_carcinoma	bladder_transitional_cell		BLCA
BFTC909_KIDNEY	ACH-000792	BFTC-909	primary	kidney	NS	NS	NS	carcinoma	NS	NS	NS	male		64	asian	taiwan	Asian			CCLE	DSMZ	epithelial-like (spindle) cells growing in monolayers; cells contain considerable amounts of small, dark granules	DMEM + 10% FBS	NA	10%DMSO	~  50hrs	40	kidney	kidney	Kidney:Carcinoma	167.9478402	renal_cell_carcinoma	transitional_cell		KIRC
MHHES1_BONE	ACH-000391	MHH-ES-1	metastasis	bone	pelvis	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	male		12	turkish		Caucasian	ascites		CCLE	DSMZ	adherent cells of various size, single or in small clusters, growing as monolayer	90% RPMI 1640 +10% h. i. FBS	NA		~  28 hrs	NA	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	101.0836765	Ewing_sarcoma		EWS_FLI	SARC
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000346	JVM-3	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male		73			Caucasian			CCLE	DSMZ	lymphoblastoid cells growing in clumps in suspention	90% RPMI 1640 + 10% h. i. FBS	NA		~  30 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Leukemia:CLL	108.0362974	CLL	b_cell		CLL
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000168	NOMO-1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	female		31			Asian			CCLE	HSRRB						66.5	AML	AML	Leukemia:AML	120.1151389	AML	M5		LAML
NCIH727_LUNG	ACH-000775	NCI-H727	primary	lung	bronchus	NS	NS	carcinoid-endocrine_tumour	NS	NS	NS	female		65	caucasian		Caucasian			CCLE	ATCC	adherent	RPMI 1640 +10% FBS	NA	5%DMSO		65.6	other	other	Endocrine	165.1770758	lung_carcinoid			NA
HS343T_FIBROBLAST	ACH-000184	Hs 343.T	primary	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		47	caucasian		Caucasian			CCLE	GNF						NA	breast	fibroblast_like	NA	84.80855584	fibroblast_breast			NA
HCC2935_LUNG	ACH-000150	HCC2935	primary	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male		39	caucasian		Caucasian		lung_cancer	CCLE	ATCC	Adherent epithelial	RPMI-1640 + 10% FBS	NA	5%DMSO		115.9	lung_NSC	lung_NSC	Lung:NSCLC_Others	84.68601916	NSCLC	NSCLC_adenocarcinoma		NA
HS888T_FIBROBLAST	ACH-000154	Hs 888.T	metastasis	bone	NS	NS	NS	osteosarcoma	NS	NS	NS	male		20	caucasian		Caucasian	lung		CCLE	GNF						NA	osteosarcoma	fibroblast_like	NA	109.9014919	fibroblast_bone			NA
MKN45_STOMACH	ACH-000356	MKN-45	metastasis	stomach	NS	NS	NS	carcinoma	diffuse_adenocarcinoma	NS	NS	female		62	asian	japan	Asian	liver		CCLE	HSRRB						NA	stomach	stomach	Gastric:Carcinoma	130.5479853	gastric_adenocarcinoma	diffuse_gastric		STAD
8505C_THYROID	ACH-001307	8505C	primary	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female		78			Asian			CCLE	HSRRB	fibroblast-like	Eagle's minimal essential medium with 10% fetal calf serum	NA		NA	NA	thyroid	thyroid	Thyroid:Carcinoma	141.2085595	thyroid_carcinoma			THCA
KU1919_URINARY_TRACT	ACH-000486	KU-19-19	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		76			Asian			CCLE	DSMZ	Adherent	RPMI +10%FBS	NA	5%DMSO		35.1	urinary_tract	urinary_tract	Bladder:Carcinoma	164.7429793	bladder_carcinoma	bladder_transitional_cell		BLCA
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000983	KCL-22	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female		32			Asian	pleura		CCLE	DSMZ	round, single cells in suspention, sometimes in small clusters	90% RPMI 1640 + 10% h. i. FBS	NA		~  24 hrs	NA	CML	CML	Leukemia:CML	857.8398766	CML	blast_crisis		LCML
CADOES1_BONE	ACH-000210	CADO-ES1	metastasis	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	female		19	asian	japan	Asian	pleura	Ewings_sarcoma	CCLE	DSMZ	round or fusiform cells growing in clumps as adherent or semi-adherent multicellular spheroids	90% RPMI 1640 +10% h.i.FBS	N/A	10%DMSO	~ 35 hrs	103.9	Ewings_Sarcoma	Ewings_sarcoma	Bone:Sarcoma_Ewing	129.370936	Ewing_sarcoma		EWS_ERG	SARC
S117_THYROID	ACH-000037	S-117	primary	soft_tissue	fibrous_tissue_and_uncertain_origin	thyroid	NS	sarcoma	NS	NS	NS	female		47			Caucasian			CCLE	DSMZ	Epithelial monolayer	RPMI+10%FBS	NA	10%DMSO		107.6	soft_tissue	thyroid	Soft_Tissue:Sarcoma_Others	70.22262185	thyroid_sarcoma			SARC
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000295	EM-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	NS	NS	female		5	caucasian		Caucasian			CCLE	DSMZ	single, round to oval cells in suspention	90% RPMI 1640 +10% h.i. FBS	N/A		~  35-40 hrs	65.8	CML	CML	Leukemia:CML	117.0396003	CML	blast_crisis		LCML
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000024	OPM-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		56			Asian		multiple_myeloma	CCLE	DSMZ	suspension	RPMI + 10 % FBS	NA	5%DMSO		93	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	149.10268	multiple_myeloma			MM
CAL62_THYROID	ACH-000174	CAL-62	primary	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female		70			Caucasian			CCLE	DSMZ	epithelial-like cells growing in monolayers	DMEM + 10% FBS	N/A	10%DMSO	~  24 hrs	26	thyroid	thyroid	Thyroid:Carcinoma	89.02444689	thyroid_carcinoma	anaplastic		THCA
LCLC103H_LUNG	ACH-000627	LCLC-103H	metastasis	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		61	caucasian		Caucasian	pleura		CCLE	DSMZ	pleomorphic, gigantic, adherent cells growing as monolayer	90% RPMI 1640 +10%  h. i. FBS	NA		~  40 hrs	NA	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	133.4069632	NSCLC	NSCLC_large_cell		NA
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000995	JURKAT	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male		14			Caucasian		TALL	CCLE	DSMZ	round cells growing singly or in clumps in suspention	90% RPMI 1640 +10% h.i.FBS	2mM L-glutamine		~  25-35 hrs	NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	1452.954999	ALL	t_cell		ALL
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000070	697	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male		12			Caucasian			CCLE	DSMZ	adherent	RPMI + 10 % FBS	NA	5% DMSO		46.6	leukemia_other	leukemia_other	Leukemia:ALL	75.69945569	ALL	b_cell		ALL
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000020	MHH-CALL-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female		15	caucasian		Caucasian			CCLE	DSMZ	single, relatively small round cells growing in suspention	80% RPMI 1640 +20% h. i. FBS	NA		~  100 hrs	NA	B-cell_ALL	B-cell_ALL	Leukemia:ALL	58.29266472	ALL	b_cell		ALL
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000602	M-07e	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M7	NS	female	pediatric	0.5			Caucasian			CCLE	DSMZ	single round cells in suspention, a few cells are lightly adherent	80-90% Iscove's MDM or RPMI 1640 +10-20% h. i. FBS	1L-3 ( 10ng/ml) or GM-CSF(10ng/ml) or 10-20% vol conditioned medium of cell line 5637(DSM-ACC 35)		~  40 hrs	NA	AML	AML	Leukemia:AML	112.4325512	AML	M7		LAML
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000754	L-428	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	female		37			Caucasian	pleura	lymphoma	CCLE	DSMZ	Supsension	RPMI 1640 +10%FBS	NA	5% DMSO		NA	lymphoma_Hodgkin	lymphoma_Hodgkin	Lymphoma:Hodgkin	157.597842	hodgkin_lymphoma			NA
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000918	MOLT-16	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	female		5			African_american			CCLE	DSMZ	round to elongated single cells growing in suspention	80-90% RPMI 1640 +10-20% h. i. FBS	NA		~  30 hrs	NA	T-cell_ALL	T-cell_ALL	Leukemia:ALL	346.9044201	ALL	t_cell		ALL
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000294	NB-4	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M3	NS	female		23			Caucasian			CCLE	DSMZ	single cells in suspention, round or polymorphic cells, very few are giant cells	90% rPMI 1640 + 10% h. i. FBS	NA		~  35-45 hrs	NA	AML	AML	Leukemia:AML	110.9067632	AML	M3		LAML
LCLC97TM1_LUNG	ACH-000596	LCLC-97TM1	primary	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	male		44	caucasian		Caucasian			CCLE	DSMZ	adherent epitheloid cells densely packed in islets,growing as monolayers	80% RPMI 1640 + 20% h. i. FBS	NA		> 50 hrs	NA	lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	147.9145815	NSCLC	NSCLC_large_cell		NA
2313287_STOMACH	ACH-000948	23132/87	primary	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		72			Caucasian			CCLE	DSMZ	aderent epithelial cells growing as confluent monolayers	90%RPMI 1640+10% h.i FBS	n/a	10%DMSO	50 hrs	97.6	stomach	stomach	Gastric:Carcinoma	521.3552528	gastric_adenocarcinoma			STAD
BHT101_THYROID	ACH-000191	BHT-101	metastasis	thyroid	NS	NS	NS	carcinoma	anaplastic_carcinoma	NS	NS	female		63			Caucasian	lymph_node		CCLE	DSMZ	epithelial- like cells growing in monolayers	80% Dulbecco's MEM +20% h.i. FBS +0.5% human serum (+0.005 lu/ml TSH +5ug/ml human insulin-cells grow also without these latter supplements)	0.5%human serum(+0.005	10%DMSO	~  2-3 days	38.5	thyroid	thyroid	Thyroid:Carcinoma	103.9713223	thyroid_carcinoma	papillary		THCA
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000106	JVM-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	female		63			Caucasian		B-prolymphocytic_leukemia	CCLE	DSMZ	lymphoblastoid, round to polygonal cells growing in clusters in suspention	90% RPMI 1640 +10% h.i. FBS	NA		~  50-70 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	84.15284963	non_hodgkin_lymphoma	b_cell_mantle_cell		CLL
CAL51_BREAST	ACH-000856	CAL-51	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		45			Caucasian	pleura	breast_cancer	CCLE	DSMZ	epithelial-like adherent cells growing in monolayers; the culture contains usually a large amount of cell debris	80% Dulbecco's MEM(4.5g/L glucose) +20% h.i.FBS	N/A	10%DMSO	>60 hrs	26.8	breast	breast	Breast:Carcinoma	206.8416265	breast_carcinoma	ERneg_HER2neg	basal_B	BRCA
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000183	L-363	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		36			Caucasian		plasma_cell_leukemia	CCLE	DSMZ	SUSPENSION	RPMI-1640+ 15% FBS				60.54	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	92.88219793	multiple_myeloma			MM
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000815	KM-H2	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	male		37			Asian	pleura	lymphoma	CCLE	NA	NA	NA	NA	NA	NA	NA	lymphoma_Hodgkin	lymphoma_Hodgkin	Lymphoma:Hodgkin	217.276314	hodgkin_lymphoma			NA
SIMA_AUTONOMIC_GANGLIA	ACH-000099	SIMA	primary	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	male		1.6666	caucasian	europe	Caucasian			CCLE	DSMZ	cell shape is bipolar, cells growing as monolayer or forming foci	90% RPMI 1640 +10% h.i. FBS	2mM L-glutamine		highly variable ~  34-100 hrs	NA	neuroblastoma	neuroblastoma	PNET:Neuroblastoma	84.11208291	neuroblastoma			NB
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000287	NU-DUL-1	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	B_cell_lymphoma_unspecified	NS	NS	male		43	caucasian		Caucasian	cerebrospinal_fluid		CCLE	DSMZ	polymorphic cells growing singly in suspention	85% RPMI 1640 +15% h. i. FBS	NA		~  30-36 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	87.64649975	non_hodgkin_lymphoma	DLBCL		DLBC
BC3C_URINARY_TRACT	ACH-000593	BC-3C	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		82	caucasian		Caucasian			CCLE	DSMZ	adherent monolayers	McCoy's 5A +10% FBS	NA	5% DMSO		40.7	urinary_tract	urinary_tract	Bladder:Carcinoma	117.9901815	bladder_carcinoma	bladder_transitional_cell		BLCA
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000611	SU-DHL-6	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male		43			Caucasian	peritoneum	B-cell non-Hodgkin lymphoma	CCLE	DSMZ	SUSPENSION	RPMI-1640+ 20% FBS	NA	5% DMSO		48	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	128.1284701	non_hodgkin_lymphoma	DLBCL		DLBC
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000193	KARPAS-620	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		77			Caucasian		plasma_cell_leukemia	CCLE	DSMZ	single round to polymorph cells growing in suspension	80%RPMI-1640+20% FBS	NA	10%DMSO	60 hrs	67.6	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	86.34912544	multiple_myeloma			MM
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000068	REC-1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	mantle_cell_lymphoma	NS	NS	male		61			Caucasian		mantle_cell_lymphoma	CCLE	DSMZ	small round cells growing singly or in  clumps in suspention	90% RPMI 1640 +10% h.i. FBS	NA		~  20-40 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Lymphoma:NH_B_cell	84.25322655	non_hodgkin_lymphoma	b_cell_mantle_cell		DLBC
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000751	OCI-M1	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS			62			Caucasian			CCLE	DSMZ	round cells growind singly in suspention	80-90% Iscove's MDM +10-20% h.i. FBS	NA		~  30 hrs	NA	AML	AML	Leukemia:AML	171.0793336	AML	M6		LAML
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000405	MEC-1	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male		61	caucasian		Caucasian		lymphoma	CCLE	DSMZ	round  to polymorphic cells growing in suspention, singly or partly in small aggregates, a few cells  are slightly adherent	90% Iscove's MDM +10% h. i. FBS	NA		~  40 hrs	NA	lymphoma_other	B-cell_lymphoma_other	Leukemia:CLL	123.8583783	CLL	b_cell		CLL
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000112	SIG-M5	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5a	NS	male		63			Caucasian			CCLE	DSMZ	large round cells growing singly  in suspention	80% Iscove's MDM + 20% h.i. FBS	NA		~  72 hrs	NA	AML	AML	Leukemia:AML	93.0784535	AML	M5		LAML
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000660	SU-DHL-5	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female		17			Caucasian	lymph_node	B-cell non-Hodgkin lymphoma	CCLE	DSMZ	Supsension	RPMI +10%FBS	NA	5% DMSO		NA	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	126.2473501	non_hodgkin_lymphoma	DLBCL		DLBC
BCPAP_THYROID	ACH-000456	B-CPAP	primary	thyroid	NS	NS	NS	carcinoma	papillary_carcinoma	NS	NS	female		76			Caucasian			CCLE	DSMZ	Spindle- or round-shaped cells growing adherently as monolayer	90% RPMI 1640 + 10% h.i.FBS	NA	10%DMSO	~  30 hrs	36.2	thyroid	thyroid	Thyroid:Carcinoma	112.5260944	thyroid_carcinoma	papillary		THCA
639V_URINARY_TRACT	ACH-000973	639-V	primary	urinary_tract	ureter	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		69	caucasian		Caucasian			CCLE	ATCC	Adherent epithelial monolayer	DMEM + 10% FBS	NA	10%DMSO		35.8	urinary_tract	urinary_tract	Bladder:Carcinoma	683.9508067	bladder_carcinoma	bladder_transitional_cell		BLCA
CL11_LARGE_INTESTINE	ACH-000249	CL-11	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	DSMZ	adherent epitheloid cells growing in monolayers and forming islets	80% mixture of Ham's F12 + Dulbecco's MEM (at 1:1) +20% h.i FBS	N/A	10%DMSO	~ 3-4 days	98.8	colorectal	colorectal	Colorectal:Carcinoma	94.32458717	colorectal_adenocarcinoma			COAD/READ
TT2609C02_THYROID	ACH-000716	TT2609-C02	primary	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	male		57	caucasian		Caucasian			CCLE	DSMZ	small cells growing adherent but irregularly in monolayers	80-85% RPMI 1640 +15-20% h.i. FBS	1mM sodium pyruvate + insulin-transferrin-selentite medium supplement		~  60-80 hrs	NA	thyroid	thyroid	Thyroid:Carcinoma	147.7576774	thyroid_carcinoma	follicular		THCA
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001121	MEC-2	primary	haematopoietic_and_lymphoid_tissue	lymph_node	NS	NS	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	NS	NS	male		62	caucasian		Caucasian		lymphoma	CCLE	NA	NA	NA	NA	NA	NA	NA	lymphoma_other	B-cell_lymphoma_other	NA	NA	lymphoma_unspecified	b_cell		NA
CL34_LARGE_INTESTINE	ACH-000895	CL-34	primary	large_intestine	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		NA			Caucasian			CCLE	DSMZ	epithelial-like cells growing as monolayer; cells do not grow to complete confluency	DMEM:HAM's F12  1:1  +20% FBS	N/A	10%DMSO	~  48 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	289.0129884	colorectal_adenocarcinoma		MSI	COAD/READ
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000922	RCH-ACV	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	female		8			Caucasian		acute lymphoblastic leukemia	CCLE	DSMZ	small round cells growing singly or in small clumps in suspention; accasional adherent cells present	80-90% RPMI 1640 +10-20% h.i. FBS	NA		~  30-50 hrs	39.3	leukemia_other	leukemia_other	Leukemia:ALL	348.9953553	ALL	b_cell		ALL
CAL120_BREAST	ACH-000212	CAL-120	metastasis	breast	NS	NS	NS	carcinoma	NS	NS	NS	female		43			Caucasian	pleura	breast_cancer	CCLE	DSMZ	ADHERENT CELLS, GROWING IN MONOLAYERS	DMEM+ 10% FBS	NA	5% DMSO		52.4	breast	breast	Breast:Carcinoma	99.29632008	breast_carcinoma	ERneg_HER2neg	basal_B	BRCA
647V_URINARY_TRACT	ACH-000896	647-V	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		NA			Caucasian			CCLE	DSMZ	Adherent	DMEM +15%FBS	2 mM L-glutamine	10% DMSO		92.4	urinary_tract	urinary_tract	Bladder:Carcinoma	262.2241885	bladder_carcinoma			BLCA
RH18_SOFT_TISSUE	ACH-000689	RH-18	primary	soft_tissue	striated_muscle	abdomen	NS	rhabdomyosarcoma	alveolar	NS	NS	female	pediatric	2			NA			CCLE	DSMZ	large transparent epitheloid cells, partially with long extentions, growing as monolayers	80% RPMI 1640 +20% h.i. FBS	NA		~  60-70 hrs	NA	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	138.7127299	rhabdomyosarcoma			SARC
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000369	MOLM-16	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M0	NS	female		77	asian	japan	Asian			CCLE	DSMZ	single or small clumps in suspension	RPMI-1640+20% FBS	10ng/ml GM-CSF	5% DMSO	50-80hrs	73.9	AML	AML	Leukemia:AML	136.4703782	AML			LAML
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000487	F-36P	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male		68			Asian	pleura		CCLE	DSMZ	polymorph cells growing as adherent cells and singly in suspention	80% RPMI 1640 + 10% h.i.FBS	10 ng/ml GM-CSF		~  24-36 hrs	NA	AML	AML	Leukemia:AML	167.7509478	AML	M6		LAML
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000821	EJM	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		58			Caucasian			CCLE	DSMZ	suspension	IMDM+ 20% FBS	NA	5%DMSO		220.4	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	162.7989126	multiple_myeloma			MM
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000534	WSU-DLCL2	metastasis	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	male		41	caucasian		Caucasian	pleura	diffuse large cell lymphoma non-cleaved type	CCLE	DSMZ	supension	RPMI-1640 + 10% FBS	NA	10%DMSO		49.3	lymphoma_DLBCL	lymphoma_DLBCL	Lymphoma:NH_B_cell	100.8372372	non_hodgkin_lymphoma	DLBCL		DLBC
JIMT1_BREAST	ACH-000711	JIMT-1	metastasis	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female		62			Caucasian	pleura	breast_cancer	CCLE	DSMZ	epithelial-like cells growing in monolayers	90% Dulbecco's MEM +10% h.i. FBS	NA		~  30-40 hrs	NA	breast	breast	Breast:Carcinoma	158.027178	breast_ductal_carcinoma	ERneg_HER2pos	basal_A	BRCA
